"Date","Price","Open","High","Low","Vol.","Change %"
"06/04/2019","93.80","94.01","94.12","93.06","4.43M","0.34%"
"06/03/2019","93.48","94.01","94.22","92.89","3.88M","-0.12%"
"05/31/2019","93.59","93.65","94.45","93.25","5.13M","-0.39%"
"05/30/2019","93.96","93.07","94.40","92.81","3.63M","0.97%"
"05/29/2019","93.06","92.43","93.49","92.22","5.37M","0.23%"
"05/28/2019","92.85","91.78","93.10","91.29","4.72M","1.48%"
"05/27/2019","91.50","90.95","92.00","90.91","2.62M","1.39%"
"05/24/2019","90.25","91.06","91.50","90.12","3.42M","-0.20%"
"05/23/2019","90.43","90.40","91.15","89.88","3.61M","-0.58%"
"05/22/2019","90.96","92.00","92.00","90.49","5.98M","-0.25%"
"05/21/2019","91.19","89.20","91.19","88.63","6.58M","2.66%"
"05/20/2019","88.83","86.77","88.83","86.56","4.91M","2.41%"
"05/17/2019","86.74","86.51","88.07","86.12","7.49M","0.21%"
"05/16/2019","86.56","87.61","87.96","86.51","5.77M","-1.49%"
"05/15/2019","87.87","87.84","88.43","87.00","5.41M","-1.00%"
"05/14/2019","88.76","90.00","90.07","88.24","4.37M","0.51%"
"05/13/2019","88.31","89.29","89.57","88.25","5.92M","-2.74%"
"05/10/2019","90.80","91.33","91.45","89.85","5.78M","-0.62%"
"05/09/2019","91.37","91.59","91.75","90.50","6.55M","-0.80%"
"05/08/2019","92.11","91.30","92.85","91.30","8.21M","1.24%"
"05/07/2019","90.98","91.10","91.10","89.35","7.24M","-0.69%"
"05/06/2019","91.61","91.49","91.65","91.11","2.16M","-1.07%"
"05/03/2019","92.60","92.39","92.90","92.35","3.13M","0.56%"
"05/02/2019","92.08","92.19","92.50","91.85","3.62M","-0.86%"
"04/30/2019","92.88","92.87","93.26","92.18","4.05M","0.17%"
"04/29/2019","92.72","92.96","93.66","92.55","2.61M","0.10%"
"04/26/2019","92.63","92.80","93.05","92.15","3.33M","-0.29%"
"04/25/2019","92.90","91.50","93.00","90.77","4.13M","1.42%"
"04/24/2019","91.60","92.68","92.68","90.73","4.95M","-0.83%"
"04/23/2019","92.37","91.60","92.88","91.60","4.17M","1.28%"
"04/22/2019","91.20","91.00","91.63","90.31","4.71M","0.04%"
"04/18/2019","91.16","90.40","91.81","90.01","3.58M","1.29%"
"04/17/2019","90.00","91.25","91.64","88.94","4.99M","-1.10%"
"04/16/2019","91.00","89.80","91.67","89.52","3.70M","1.33%"
"04/15/2019","89.81","89.94","90.46","89.35","5.29M","0.34%"
"04/12/2019","89.51","90.33","91.39","89.20","5.98M","-2.05%"
"04/11/2019","91.38","92.48","92.48","90.75","3.55M","-1.20%"
"04/10/2019","92.49","93.20","93.47","92.20","3.99M","-0.23%"
"04/09/2019","92.70","93.45","93.48","92.04","3.08M","-1.15%"
"04/08/2019","93.78","93.63","94.15","93.25","3.20M","0.24%"
"04/05/2019","93.56","93.10","94.00","92.69","4.91M","0.74%"
"04/04/2019","92.87","91.50","92.99","90.96","4.17M","1.88%"
"04/03/2019","91.16","92.74","93.00","90.72","2.62M","-0.73%"
"04/02/2019","91.83","92.90","93.25","91.32","2.51M","-0.56%"
"04/01/2019","92.35","92.92","94.00","92.31","2.57M","0.59%"
"03/29/2019","91.81","92.13","92.48","91.44","4.56M","0.87%"
"03/28/2019","91.02","88.73","91.51","88.23","7.05M","3.31%"
"03/27/2019","88.10","90.85","90.85","88.10","7.44M","-4.15%"
"03/26/2019","91.91","91.01","92.14","90.58","5.05M","1.73%"
"03/25/2019","90.35","89.97","91.04","89.68","5.49M","0.11%"
"03/22/2019","90.25","91.70","92.03","90.02","8.33M","-2.97%"
"03/21/2019","93.01","94.31","94.51","92.02","7.56M","-1.42%"
"03/20/2019","94.35","95.95","96.20","94.35","5.57M","-1.78%"
"03/19/2019","96.06","96.49","96.86","95.81","3.61M","-0.33%"
"03/18/2019","96.38","95.78","96.51","95.59","3.71M","0.89%"
"03/15/2019","95.53","95.04","95.88","94.97","3.98M","0.61%"
"03/14/2019","94.95","95.49","95.51","94.27","4.12M","-0.38%"
"03/13/2019","95.31","94.25","95.80","93.91","3.29M","0.96%"
"03/12/2019","94.40","94.75","94.75","93.79","3.72M","-0.16%"
"03/11/2019","94.55","92.02","94.55","92.02","5.86M","2.94%"
"03/08/2019","91.85","90.58","92.10","89.94","4.27M","0.88%"
"03/07/2019","91.05","91.05","91.25","90.36","4.57M","0.32%"
"03/06/2019","90.76","91.58","91.68","90.58","2.72M","-0.35%"
"03/01/2019","91.08","92.40","92.57","91.00","4.92M","-0.84%"
"02/28/2019","91.85","93.90","94.04","91.85","5.55M","-2.12%"
"02/27/2019","93.84","94.12","94.32","93.45","1.95M","-0.30%"
"02/26/2019","94.12","93.98","94.45","93.63","3.40M","0.37%"
"02/25/2019","93.77","94.61","94.69","93.65","4.59M","-0.71%"
"02/22/2019","94.44","94.23","94.44","93.52","3.71M","0.92%"
"02/21/2019","93.58","93.59","93.74","92.31","3.89M","0.44%"
"02/20/2019","93.17","94.59","95.04","93.07","5.01M","-0.65%"
"02/19/2019","93.78","93.50","94.71","93.38","4.62M","0.86%"
"02/18/2019","92.98","93.38","93.69","92.77","4.21M","-1.13%"
"02/15/2019","94.04","94.15","94.80","93.58","5.92M","-0.32%"
"02/14/2019","94.34","92.85","94.54","91.45","7.36M","1.88%"
"02/13/2019","92.60","93.03","93.33","91.97","6.37M","0.16%"
"02/12/2019","92.45","92.11","93.17","91.74","3.59M","1.60%"
"02/11/2019","90.99","92.31","92.32","90.38","4.26M","-0.77%"
"02/08/2019","91.70","90.48","92.14","90.08","5.35M","0.77%"
"02/07/2019","91.00","92.00","92.25","90.18","4.78M","-0.30%"
"02/06/2019","91.27","93.83","93.83","91.27","6.92M","-3.72%"
"02/05/2019","94.80","94.60","95.10","94.15","3.71M","-0.24%"
"02/04/2019","95.03","94.00","95.10","93.40","4.34M","0.71%"
"02/01/2019","94.36","94.10","94.58","93.60","4.29M","0.38%"
